Monat,Brand,Influencer,Zuständigkeit,Channel,Content,Status,Story_Public_Date,Reminder_oder__Teaser?,Wann?,Preis,Est._Views,CPM,Link_Klicks,Real_Views,Umsatz,ROAS,Beworbenes__Produkt
July,Zahnheld,lisa.schnapa,SB,ig,story inkl. rem.,done,2025-07-31,reminder,2025-08-02,540.0,14.0,39.0,,,,,
July,Zahnheld,traumjob.mama,SB,ig,story inkl. rem.,done,2025-07-31,reminder,2025-08-03,2.7,,,,,,,
July,IOS,bydustinn,DP,ig,story inkl. rem.,done,2025-07-31,reminder,2025-08-04,2.31,53.9,43.0,,,,,
July,Purelei,einfach.stephi,LS,ig,story inkl. rem.,done,2025-07-31,reminder,2025-08-02,150.0,,,,,,,
July,Hydraid,absoluthedda,LB,ig,story inkl. rem.,reminder,2025-07-31,reminder,2025-08-06,220.0,5.5,40.0,,,,,
July,Hydraid,just.gocycling,LB,ig,story inkl. rem.,done,2025-07-31,reminder,2025-08-04,400.0,11.6,34.0,,,,,
August,TerraCanis,catsperte,SB,ig,story inkl. rem.,briefing,2025-08-01,reminder,,0.0,,,,,,,Schallzahnbürste
August,TerraCanis,djangoholly_crazy_greek_dogs,SB,ig,story inkl. rem.,briefing,2025-08-01,reminder,,0.0,,,,,,,Schallzahnbürste
August,TerraCanis,gestuet_wickeschliede,SB,ig,story inkl. rem.,briefing,2025-08-01,reminder,,0.0,,,,,,,
August,TerraCanis,bkh_miezenglueck,SB,ig,story inkl. rem.,briefing,2025-08-01,reminder,,0.0,,,,,,,
August,TerraCanis,dailykugel,SB,ig,story inkl. rem.,planned,2025-08-01,reminder,,0.0,,,,,,,
August,girlgotlashes,muddivated,SB,ig,story inkl. rem.,briefing,2025-08-01,reminder,2025-08-07,500.0,,,,,,,Wimpernset
August,Purelei,saraviktoria_ ,SB,ig,story inkl. rem.,briefing,2025-08-02,reminder,2025-08-04,200.0,,,,,,,Schmuck individuell
August,girlgotlashes,lenaschiwiora,SB,ig,story inkl. rem.,briefing,2015-08-02,reminder,2025-08-04,1.2,,,,,,,Wimpernset
August,Hydraid,alessiamoves,LS,ig,story inkl. rem.,done,2025-08-02,reminder,2025-08-05,300.0,8.0,38.0,,,,,
August,girlgotlashes,stephis.familienleben,DP,ig,story,briefing,2025-08-02,nichts,,0.0,,,,,,,Wimpernset
August,IEA,heikegerkrath,LB,ig,story inkl. rem.,done,2025-08-02,reminder,2025-08-05,200.0,4.0,50.0,,,,,
August,Farben Löwe,fraeulein.diy,LS,ig,story inkl. rem.,done,2025-08-03,reminder,2025-08-06,500.0,15.0,33.0,,,,,
8,TerraCanis,homeheartmade,SB,ig,story inkl. rem.,planned,,reminder,,3.333,95.0,35.0,,,,,Hundefutter allgemein
August,TerraCanis,mrs.tews,SB,ig,story inkl. rem.,briefing,2025-08-05,reminder,2025-08-08,1.15,30000.0,38.0,,,,,Hundefutter allgemein
August,Purelei,allaboutjjas,SB,ig,story inkl. rem.,planned,2025-08-05,reminder,2025-08-07,0.0,0.0,,,,,,Schmuck individuell
August,girlgotlashes,miss.puschinella,SB,ig,story inkl. rem.,briefing,2025-08-05,reminder,2025-08-10,0.0,,,,,,,Wimpernset
August,Hydraid,emma.spinsthewheel,LB,ig,story inkl. rem.,done,2025-08-06,reminder,2025-08-12,,2.0,,,,,,
August,Purelei,nedaxamiri,SB,ig,story inkl. rem.,planned,2025-08-07,reminder,2025-08-10,400.0,15.0,27.0,,,,,Schmuck individuell
August,Purelei,caroline.helming,SB,ig,story inkl. rem.,planned,2025-08-07,reminder,2025-08-17,1.0,28.0,36.0,,,,,Schmuck individuell
August,Purelei,officialyvonnemouhlen,SB,ig,story inkl. rem.,planned,2025-08-08,reminder,2025-08-10,700.0,38.7,18.0,,,,,Schmuck individuell
August,Purelei,life.to.go,DP,ig,story inkl. rem.,planned,2025-08-08,reminder,2025-08-10,1.5,57.362,26.0,,,,,Schmuck individuell
August,Purelei,Lea-Sophie Jell,PS,ig,story inkl. rem.,planned,2025-08-08,reminder,2025-08-12,1.8,90.0,20.0,,,,,
August,girlgotlashes,jennamiller,JT,ig,story inkl. rem.,briefing,2025-08-08,reminder,2025-08-15,6.5,,,,,,,Wimpernset
August,IOS,happybrackmann,JT,ig,story inkl. rem.,briefing,2025-08-08,reminder,2025-08-11,350.0,14.0,25.0,,,,,
August,Purelei,palinamin,PS,ig,story inkl. rem.,planned,2025-08-09,reminder,2025-08-22,4.0,150.0,27.0,,,,,
August,girlgotlashes,jennyjcby,SB,ig,story inkl. rem.,briefing,2025-08-10,reminder,2025-08-15,0.0,,,,,,,Wimpernset
August,Farben Löwe,buildmyhomebytm,LS,ig,story inkl. rem.,posted,2025-08-10,reminder,2025-08-13,600.0,20.0,25.0,,,,,
August,Purelei,frani.fine,SB,ig,story inkl. rem.,planned,2025-08-10,reminder,2025-08-12,250.0,8.0,31.0,,,,,Schmuck individuell
August,Valkental,markus_ebeling_reisen_natur,LB,ig,story inkl. rem.,posted,2025-08-11,reminder,2025-08-15,260.0,10.0,26.0,,,,,
August,Purelei,frieda.lewin,SB,ig,story inkl. rem.,briefing,2025-08-11,reminder,2025-08-15,2.5,50.0,50.0,,,,,
August,Purelei,_11imglueck,SB,ig,story inkl. rem.,planned,2025-08-11,reminder,2025-08-14,1.5,180.0,8.0,,,,,Schmuck individuell
August,girlgotlashes,my_beautyful_things,SB,ig,story inkl. rem.,briefing,2025-08-11,reminder,2025-08-14,0.0,,,,,,,Wimpernset
August,Hydraid,runninglisamarie,LB,ig,story inkl. rem.,posted,2025-08-12,reminder,2025-08-18,250.0,4.8,52.0,,,,,
August,Farben Löwe,home_and_interior,LS,ig,story inkl. rem.,briefing,2025-08-12,reminder,2025-08-15,900.0,25.0,36.0,,,,,
August,Purelei,mrs_ermerson,SB,ig,story inkl. rem.,planned,2025-08-12,reminder,2025-08-15,2.0,50.0,40.0,,,,,Schmuck individuell
August,Purelei,patriciakraft,SB,ig,story,briefing,2025-08-13,reminder,,1.5,35.3,42.0,,,,,Schmuck individuell
August,Purelei,geraldineschuele ,SB,ig,story inkl. rem.,planned,2025-08-13,reminder,2025-08-15,3.0,0.0,,,,,,Schmuck individuell
August,Hydraid,princessmaikelea,LS,ig,story,posted,2025-08-13,nichts,,1.0,50.0,20.0,,,,,
August,Farben Löwe,anni_interior_love,LB,ig,story inkl. rem.,planned,2025-08-14,reminder,2025-08-19,500.0,13.5,37.0,,,,,
August,Valkental,tina_mom_91,LS,ig,story inkl. rem.,briefing,2025-08-14,reminder,2025-08-18,450.0,12.0,38.0,,,,,
August,TerraCanis,karolina.deiss ,SB,ig,story inkl. rem.,briefing,2025-08-14,reminder,2025-08-18,1.7,50.0,34.0,,,,,Hundefutter allgemein
August,Zahnheld,geliebtes_hus,LS,ig,story inkl. rem.,briefing,2025-08-15,reminder,2025-08-18,900.0,25.0,36.0,,,,,
August,girlgotlashes,katharina_eisenblut_offiziell,SB,ig,story inkl. rem.,briefing,2025-08-15,reminder,2025-08-18,2.5,,,,,,,Wimpernset
August,Zahnheld,patrickheckl,LS,ig,story inkl. rem.,briefing,2025-08-15,reminder,2025-08-21,1.4,50.0,28.0,,,,,
August,Purelei,celineft1,LL,ig,story inkl. rem.,planned,2025-08-15,reminder,2025-08-17,400.0,5.515,73.0,,,,,Schmuck individuell
August,Purelei,selinasknopf,PS,ig,story inkl. rem.,planned,2025-08-15,reminder,2025-08-18,750.0,20.0,38.0,,,,,
August,Purelei,lawa_living,PS,ig,story inkl. rem.,planned,2025-08-15,reminder,2025-08-18,0.0,40000.0,0.0,,,,,
August,Valkental,stadtlandrad,LS,ig,story,briefing,2025-08-15,nichts,,0.0,,,,,,,
August,Riegel,eigenheimliebe,LS,ig,story,briefing,2025-08-15,nichts,,1.45,,,,,,,
August,TerraCanis,homeheartmade,SB,ig,story inkl. rem.,briefing,2025-08-16,reminder,2025-08-19,3.333,95.0,35.0,,,,,Hundefutter allgemein
August,Purelei,miss.puschinella,SB,ig,story inkl. rem.,briefing,2025-08-16,reminder,2025-08-18,0.0,,,,,,,Wimpernset
August,Hydraid,just.gocycling,LB,ig,story inkl. rem.,briefing,2025-08-16,reminder,2025-08-18,400.0,11.6,34.0,,,,,
August,Purelei,sandra.sicora,SB,ig,story inkl. rem.,planned,2025-08-16,reminder,2025-08-19,1.75,,,,,,,Schmuck individuell
8,girlgotlashes,geparrke,DP,ig,story inkl. rem.,planned,,reminder,,850.0,47.113,18.0,,,,,Wimpernset
August,Zahnheld,einfach.stephi,LS,ig,story inkl. rem.,briefing,2025-08-17,reminder,2025-08-19,450.0,,,,,,,
August,Farben Löwe,irina_pasternak,LB,ig,story inkl. rem.,planned,2025-08-18,reminder,2025-08-21,350.0,8.0,44.0,,,,,
August,Purelei,vanessa.niederl,SB,ig,story inkl. rem.,planned,2025-08-18,reminder,2025-07-22,0.0,,,,,,,Schmuck individuell
August,Hydraid,nh7_cycling,LB,ig,story inkl. rem.,planned,2025-08-18,reminder,2025-08-20,0.0,1.85,,,,,,
August,Purelei,svenjafuxs,SB,ig,story inkl. rem.,planned,2025-08-18,reminder,2025-08-21,500.0,14.73,34.0,,,,,Schmuck individuell
August,Zahnheld,tanjaweber,LS,ig,story inkl. rem.,briefing,2025-08-18,reminder,2025-08-20,400.0,10.0,40.0,,,,,
August,Purelei,julias_kleinewelt,PS,ig,story inkl. rem.,planned,2025-08-18,reminder,2025-08-20,400.0,8.0,50.0,,,,,
August,Hydraid,arndlepetitcycliste,LS,ig,story inkl. rem.,planned,2025-08-18,reminder,,250.0,5.0,50.0,,,,,
August,Zahnheld,labellove84,LS,ig,story inkl. rem.,briefing,2025-08-18,reminder,2025-08-24,200.0,7.0,29.0,,,,,
August,IOS,patrickheckl,JT,ig,story inkl. rem.,planned,2025-08-18,reminder,2025-08-30,1.4,50.0,28.0,,,,,
August,Hydraid,julius.runride,LS,ig,story inkl. rem.,briefing,2025-08-21,reminder,2025-08-26,500.0,10.0,50.0,,,,,
August,Purelei,carlotta.xx,PS,ig,story inkl. rem.,planned,2025-08-19,reminder,2025-08-24,1.5,32.0,47.0,,,,,
August,Purelei,familyfun_mileyswelt,SB,ig,story inkl. rem.,planned,2025-08-19,reminder,2025-08-22,800.0,22.0,36.0,,,,,Schmuck individuell
August,Farben Löwe,die.marinaaa,LS,ig,story inkl. rem.,briefing,2025-08-19,reminder,2025-08-21,1.2,28.0,43.0,,,,,
August,girlgotlashes,Kati.nfr,SB,ig,story inkl. rem.,briefing,2025-08-19,reminder,2025-08-22,600.0,,,,,,,Wimpernset
8,Farben Löwe,irina__pasternak,LB,ig,story inkl. rem.,planned,,reminder,,350.0,9.0,39.0,,,,,
August,Purelei,jule.popule,SB,ig,story inkl. rem.,planned,2025-08-20,reminder,2025-08-24,2.0,36.0,56.0,,,,,Schmuck individuell
August,Hydraid,luisasmiling,LS,ig,story,planned,2025-08-20,nichts,,1.2,30.0,40.0,,,,,
August,Purelei,woelbchen,SB,ig,story inkl. rem.,planned,2025-08-21,reminder,2025-08-24,2.5,55.0,45.0,,,,,Schmuck individuell
August,Hydraid,aileen.kxs,LB,ig,story inkl. rem.,planned,2025-08-21,reminder,2025-08-25,420.0,9.0,47.0,,,,,
August,Riegel,hausnr_8,LS,ig,story inkl. rem.,briefing,2025-08-19,reminder,2025-08-21,400.0,13.0,31.0,,,,,
August,Farben Löwe,jagras_home,LB,ig,story inkl. rem.,planned,2025-08-21,reminder,2025-08-25,850.0,22.48,38.0,,,,,
August,Purelei,janihager,SB,ig,story inkl. rem.,planned,2025-08-21,reminder,2025-08-24,950.0,20.0,48.0,,,,,Schmuck individuell
August,Valkental,wandercroissant,LS,ig,story inkl. rem.,planned,2025-08-22,reminder,2025-08-31,150.0,8.0,19.0,,,,,
August,Hydraid,lenaschreiber,LB,ig,story inkl. rem.,planned,2025-08-24,reminder,2025-08-29,800.0,18.0,44.0,,,,,
August,Purelei,paulina_sophiee,SB,ig,story inkl. rem.,planned,2025-08-24,reminder,2025-08-27,550.0,10.0,55.0,,,,,Schmuck individuell
August,Valkental,labellove84,LS,ig,story inkl. rem.,planned,2025-08-24,,2025-08-28,200.0,7.0,29.0,,,,,
August,Purelei,emilylior,SB,ig,story inkl. rem.,planned,2025-08-25,reminder,2025-08-27,200.0,7.0,29.0,,,,,Schmuck individuell
August,Farben Löwe,Sihamdelphine,LS,ig,story inkl. rem.,planned,2025-08-25,reminder,2025-08-27,0.0,1.5,0.0,,,,,
8,Farben Löwe,Holzwurm79,LS,ig,story inkl. rem.,planned,,reminder,,0.0,1.0,0.0,,,,,
8,Farben Löwe,bonnyundkleid,LS,ig,story inkl. rem.,planned,,reminder,,400.0,15.0,27.0,,,,,
8,Valkental,der_flory,LS,ig,story inkl. rem.,planned,,reminder,,500.0,23.0,22.0,,,,,
8,Purelei,bully.joia,SB,ig,story inkl. rem.,planned,,reminder,,400.0,8.4,48.0,,,,,Schmuck individuell
August,Purelei,thats.mi,SB,ig,story inkl. rem.,planned,2025-08-26,reminder,2025-08-28,3.75,105.0,36.0,,,,,Schmuck individuell
August,Hydraid,sophiavanlaak,LS,ig,story inkl. rem.,planned,2025-08-26,reminder,2025-09-01,550.0,10.0,55.0,,,,,
8,Valkental,louisematejczyk,LS,ig,story inkl. rem.,planned,,reminder,,1.5,50.0,30.0,,,,,
8,Valkental,_yvonne3009_,LS,ig,story inkl. rem.,planned,,reminder,,500.0,12.0,42.0,,,,,
8,Valkental,vivien_rich_,LS,ig,story inkl. rem.,planned,,reminder,,1.0,25.0,40.0,,,,,
8,Valkental,tanjaweber,LS,ig,story inkl. rem.,planned,,reminder,,400.0,10.0,40.0,,,,,
8,Valkental,foerde_fraeulein,LS,ig,story inkl. rem.,planned,,reminder,,500.0,8.0,63.0,,,,,
August,Hydraid,adagranada_,LS,ig,story inkl. rem.,planned,2025-08-26,reminder,2025-08-31,1.0,45.0,22.0,,,,,
August,Farben Löwe, house_of_wood_ ,LS,ig,story inkl. rem.,planned,2025-08-29,reminder,2025-08-31,500.0,13.0,38.0,,,,,
August,Hydraid,princessmaikelea,LS,ig,story,planned,2025-08-31,nichts,,1.0,50.0,20.0,,,,,
8,Purelei,leni.isst,DP,ig,story inkl. rem.,planned,,reminder,,950.0,59.13,16.0,,,,,Schmuck individuell
8,Purelei,ordnungsverliebt_,LL,ig,story inkl. rem.,planned,,reminder,,180.0,5.547,32.0,,,,,Schmuck individuell
8,Purelei,diana_pekic,SB,ig,story inkl. rem.,planned,,reminder,,500.0,17.057,29.0,,,,,Schmuck individuell
August,Purelei,liebevoll.aufwachsen,SB,ig,story inkl. rem.,planned,2025-08-11,reminder,2025-08-13,190.0,8.924,21.0,,,,,Schmuck individuell
August,Purelei,Kati.nfr,SB,ig,story inkl. rem.,planned,2025-08-25,reminder,2025-08-28,600.0,,,,,,,Wimpernset
August,girlgotlashes,stephis.familienleben,DP,ig,story inkl. rem.,planned,2025-08-23,reminder,2025-08-27,650.0,,,,,,,Wimpernset
August,Purelei,nicolnic90,SB,ig,story inkl. rem.,planned,2025-08-19,reminder,2025-08-27,5.5,200.0,28.0,,,,,Schmuck individuell
8,girlgotlashes,maike.laube ,SB,ig,story inkl. rem.,planned,,reminder,,0.0,,,,,,,Wimpernset
August,Purelei,terri.myr,PS,ig,story inkl. rem.,planned,2025-08-11,reminder,2025-08-14,150.0,8.0,19.0,,,,,
August,Purelei,jiggyjules,PS,ig,story inkl. rem.,planned,2025-08-18,reminder,2025-08-21,500.0,13.0,38.0,,,,,
August,Purelei,Milo My Hero,PS,ig,story inkl. rem.,planned,2025-08-18,reminder,2025-08-20,850.0,49.0,17.0,,,,,
August,Purelei,nessiontour,PS,ig,story inkl. rem.,planned,2025-08-05,reminder,2025-08-07,8.0,340.0,24.0,,,,,
August,Purelei,die.homrichs,PS,ig,story inkl. rem.,planned,2025-08-18,reminder,2025-08-21,250.0,12.0,21.0,,,,,
August,Purelei,mimilawrencefitness,PS,ig,story inkl. rem.,planned,2025-08-20,reminder,2025-08-22,2.0,50.0,40.0,,,,,
August,Purelei,Anja Fee,PS,ig,story inkl. rem.,planned,2025-08-16,reminder,2025-08-21,1.5,100.0,15.0,,,,,
August,Purelei,Isabeau,PS,ig,story inkl. rem.,planned,2025-08-14,reminder,2025-08-16,2.5,100.0,25.0,,,,,
8,Purelei,,PS,ig,story inkl. rem.,planned,,reminder,,,,,,,,,
August,Zahnheld,karolina.deiss ,SB,ig,story inkl. rem.,briefing,2025-08-21,reminder,2025-08-24,1.7,50.0,34.0,,,,,Schallzahnbürste
August,TerraCanis,vera_intveen,SB,ig,story inkl. rem.,planned,2025-08-11,reminder,2025-08-17,1.25,27.0,46.0,,,,,Hundefutter allgemein
August,girlgotlashes,dobbyundjo,SB,ig,story inkl. rem.,briefing,2025-08-14,reminder,2025-08-19,1.6,,,,,,,Wimpernset
August,girlgotlashes,mallieee_,SB,ig,tiktok,briefing,2025-08-12,reminder,,0.0,,,,,,,Wimpernset
August,girlgotlashes,onlyalinii,SB,ig,tiktok,planned,2025-08-24,reminder,2025-08-27,0.0,,,,,,,Wimpernset
August,TerraCanis,marie.znowhite,SB,ig,story inkl. rem.,briefing,2025-08-22,reminder,2025-08-25,150.0,5.0,30.0,,,,,
August,Purelei,katharinaivanova,SB,ig,story inkl. rem.,planned,2025-08-14,reminder,2025-08-16,,,,,,,,Schmuck individuell
August,Kulturwerke,_happy4family_ ,SB,ig,story inkl. rem.,briefing,2025-08-16,reminder,2025-08-18,80.0,3.2,25.0,,,,,
8,Kulturwerke,emelybasics,SB,ig,story inkl. rem.,planned,,reminder,,450.0,8.0,56.0,,,,,
August,Zahnheld,aenna.xoxo,SB,ig,story inkl. rem.,briefing,2025-08-27,reminder,,800.0,17.5,46.0,,,,,Schallzahnbürste
August,Purelei,fraeuleinemmama,SB,ig,story inkl. rem.,planned,2025-08-20,reminder,2025-08-24,1.4,,,,,,,Schmuck individuell
8,IOS,philipp.lipiarski,DP,ig,story inkl. rem.,briefing,,reminder,,0.0,3.9,0.0,,,,,
August,IOS,lucafrua,DP,ig,story inkl. rem.,briefing,2025-08-07,reminder,,400.0,9.5,42.0,,,,,
8,Hydraid,Annikazion,LB,ig,story inkl. rem.,planned,,reminder,,2.0,64.0,31.0,,,,,
August,girlgotlashes,Marisa Hofmeister,DP,ig,story inkl. rem.,planned,2025-08-11,reminder,2025-08-13,1.0,35.0,29.0,,,,,Wimpernset
8,Kulturwerke,dielieblingslehrerin,DP,ig,story inkl. rem.,briefing,,reminder,,250.0,4.5,56.0,,,,,
August,Kulturwerke,nedaaxmini,DP,ig,story inkl. rem.,briefing,2025-08-23,reminder,2025-09-05,700.0,28700.0,24.0,,,,,
August,Kulturwerke,Noel Dederichs,DP,ig,story inkl. rem.,briefing,2025-08-24,reminder,2025-08-28,850.0,27000.0,31.0,,,,,
August,Kulturwerke,Annikaaroundtheworld_,DP,ig,story inkl. rem.,briefing,2025-08-24,reminder,2025-08-27,450.0,14530.0,31.0,,,,,
8,girlgotlashes,curvywelt,DP,ig,story inkl. rem.,planned,,reminder,,400.0,12.692,32.0,,,,,Wimpernset
August,Kulturwerke,emilylior,SB,ig,story inkl. rem.,briefing,2025-08-29,reminder,2025-08-31,400.0,10.0,40.0,,,,,Schmuck individuell
August,girlgotlashes,tina_mom_91,DP,ig,story inkl. rem.,planned,2025-08-28,reminder,2025-08-31,450.0,12.0,38.0,,,,,Wimpernset
8,Zahnheld,diana_pekic,DP,ig,story inkl. rem.,planned,,reminder,,500.0,17.057,29.0,,,,,Wimpernset
8,girlgotlashes,diana_pekic,DP,ig,story inkl. rem.,planned,,reminder,,500.0,17.057,29.0,,,,,
8,Zahnheld,officialyvonnemouhlen,DP,ig,story inkl. rem.,planned,,reminder,,700.0,38.7,18.0,,,,,
8,girlgotlashes,officialyvonnemouhlen,DP,ig,story inkl. rem.,planned,,reminder,,700.0,38.7,18.0,,,,,
8,Zahnheld,caroline.helming,DP,ig,story inkl. rem.,planned,,reminder,,1.0,28.0,36.0,,,,,
8,girlgotlashes,caroline.helming,DP,ig,story inkl. rem.,planned,,reminder,,1.0,28.0,36.0,,,,,
,TerraCanis,siberian_husky_power,DP,ig,story inkl. rem.,planned,,reminder,,0.0,1.3,,,,,,Hundefutter allgemein
,Purelei,leni.isst,DP,ig,story inkl. rem.,planned,,reminder,,950.0,59.13,16.0,,,,,Schmuck individuell
,Purelei,ordnungsverliebt_,LL,ig,story inkl. rem.,planned,,reminder,,180.0,5.547,32.0,,,,,Schmuck individuell
,Purelei,katharinaivanova,SB,ig,story inkl. rem.,planned,,reminder,,,,,,,,,Schmuck individuell
September,Zahnheld,miss_schumiiiiandfamily,LS,ig,story inkl. rem.,planned,2025-09-01,reminder,2025-09-04,900.0,25.0,36.0,,,,,
September,Valkental,stephis.familienleben,LS,ig,story inkl. rem.,planned,2025-09-01,reminder,2025-09-08,450.0,12.0,38.0,,,,,
9,TerraCanis,homeheartmade,SB,ig,story inkl. rem.,planned,,reminder,,3.333,95.0,35.0,,,,,Hundefutter allgemein
September,TerraCanis,karolina.deiss ,SB,ig,story inkl. rem.,planned,2025-09-15,reminder,2025-09-18,1.7,50.0,34.0,,,,,Hundefutter allgemein
September,Purelei,woelbchen,SB,ig,story inkl. rem.,planned,2025-09-24,reminder,2025-09-28,2.5,55.0,45.0,,,,,Schmuck individuell
September,girlgotlashes,sandra.sicora,SB,ig,story inkl. rem.,planned,2025-09-11,reminder,2025-09-13,1.5,,,,,,,Wimpernset
9,Hydraid,sophiavanlaak,LS,ig,story inkl. rem.,planned,,reminder,,550.0,10.0,55.0,,,,,
September,TerraCanis,mrs.tews,SB,ig,story inkl. rem.,planned,2025-09-02,reminder,2025-09-05,1.15,30000.0,38.0,,,,,Hundefutter allgemein
9,Farben Löwe,FenjaKlindworth,LS,ig,story inkl. rem.,planned,,,,600.0,15.0,40.0,,,,,
September,TerraCanis,catsperte,SB,ig,story inkl. rem.,planned,2025-09-01,reminder,,0.0,,,,,,,Schallzahnbürste
September,Farben Löwe,kati.nfr,LB,ig,story inkl. rem.,planned,2025-09-11,reminder,2025-09-15,550.0,16.3,34.0,,,,,
9,Rudelkönig,marie.znowhite,SB,ig,story inkl. rem.,planned,,reminder,,150.0,5.0,30.0,,,,,
September,Purelei,fraeuleinemmama,SB,ig,story inkl. rem.,planned,2025-09-15,reminder,2025-09-19,1.4,,,,,,,Schmuck individuell
9,girlgotlashes,dobbyundjo,SB,ig,story inkl. rem.,planned,,reminder,,1.6,,,,,,,Wimpernset
September,girlgotlashes,Gloria.Glumac,DP,ig,story inkl. rem.,planned,2025-09-28,reminder,2025-09-30,1.1,128.844,9.0,,,,,Wimpernset
9,Rudelkönig,flowmitpaula,DP,ig,story inkl. rem.,planned,,reminder,,500.0,11.0,45.0,,,,,
9,Rudelkönig,siberian_husky_power,DP,ig,story inkl. rem.,planned,,reminder,,0.0,1.3,0.0,,,,,
9,Rudelkönig,jano.nero.matilda,DP,ig,story inkl. rem.,planned,,reminder,,250.0,8.555,29.0,,,,,
9,Rudelkönig,djangoholly_crazy_greek_dogs,DP,ig,story inkl. rem.,planned,,reminder,,0.0,,,,,,,
September,Kulturwerke,sachemii.teach,DP,ig,story inkl. rem.,briefing,2025-09-11,reminder,2025-09-14,225.0,4.0,56.0,,,,,
9,Kulturwerke,herr_schmelzer,SB,ig,story inkl. rem.,planned,,reminder,,,,,,,,,
9,girlgotlashes,muddivated,SB,ig,story inkl. rem.,planned,,reminder,,500.0,,,,,,,Wimpernset
9,Zahnheld,vanessa_be_93,SB,ig,story inkl. rem.,tbd,,reminder,,600.0,19.0,32.0,,,,,
October,girlgotlashes,sandra.sicora,SB,ig,story inkl. rem.,planned,2025-10-12,reminder,2025-10-14,1.5,,,,,,,Wimpernset
October,TerraCanis,catsperte,SB,ig,story inkl. rem.,planned,2025-10-01,reminder,,0.0,,,,,,,Schallzahnbürste
11,TerraCanis,theredhotchilicats,SB,ig,story inkl. rem.,tbd,,reminder,,0.0,,,,,,,Hundefutter allgemein
11,girlgotlashes,sandra.sicora,SB,ig,story inkl. rem.,planned,,reminder,,1.5,,,,,,,Wimpernset
